eth_type,ip_proto,src_port,dst_port,Category
2048,6,58320,443,HTTP
2048,6,443,34436,HTTP
2048,6,443,59440,HTTP
2048,6,37008,443,HTTP
2048,6,443,40658,HTTP
2048,17,53,48720,DNS
2048,17,53,47223,DNS
2048,17,58985,53,DNS
2048,17,53327,53,DNS
2048,17,53773,53,DNS
2048,17,56460,53,DNS
2048,17,52766,53,DNS
2048,17,44546,53,DNS
2048,6,40022,443,HTTP
2048,6,80,59126,HTTP
2048,6,43736,443,HTTP
2048,17,53,59614,DNS
2048,17,48428,53,DNS
2048,6,80,60518,HTTP
2048,6,443,57130,HTTP
2048,6,443,40022,HTTP
2048,6,443,51298,HTTP
2048,6,443,58310,HTTP
2048,6,443,58320,HTTP
2048,17,42215,53,DNS
2048,6,55356,443,HTTP
2048,6,36476,443,HTTP
2048,17,44995,53,DNS
2048,6,53032,443,HTTP
2048,6,443,51428,HTTP
2048,6,443,43736,HTTP
2048,6,443,51442,HTTP
2048,6,51596,443,HTTP
2048,6,443,38616,HTTP
2048,6,60534,80,HTTP
2048,6,43814,443,HTTP
2048,17,41153,53,DNS
2048,6,47490,443,HTTP
2048,17,40675,443,HTTP
2048,6,42850,443,HTTP
2048,6,33708,443,HTTP
2048,6,59126,443,HTTP
2048,6,45774,53,DNS
2048,6,443,46406,HTTP
2048,6,47458,80,HTTP
2048,6,47472,80,HTTP
2048,6,443,46414,HTTP
2048,6,37008,80,HTTP
2048,6,37012,80,HTTP
2048,6,37014,80,HTTP
2048,6,37016,80,HTTP
2048,6,37030,80,HTTP
2048,6,37032,80,HTTP
2048,6,443,37008,HTTP
2048,6,443,48302,HTTP
2048,6,443,53348,HTTP
2048,6,443,60744,HTTP
2048,6,443,55062,HTTP
2048,17,53,58985,DNS
2048,17,53,52766,DNS
2048,17,53,44546,DNS
2048,17,53,53773,DNS
2048,17,53,56460,DNS
2048,17,53,52766,DNS
2048,6,47488,443,HTTP
2048,17,53,41153,DNS
2048,17,53,58985,DNS
2048,6,80,60534,HTTP
2048,6,443,51596,HTTP
2048,6,443,42850,HTTP
2048,6,443,33708,HTTP
2048,6,45998,443,HTTP
2048,6,55902,443,HTTP
2048,17,49568,53,DNS
2048,17,53,53327,DNS
2048,17,53,44546,DNS
2048,17,53,48428,DNS
2048,17,53,42215,DNS
2048,17,53,44995,DNS
2048,6,443,36476,HTTP
2048,6,46300,443,HTTP
2048,6,443,53032,HTTP
2048,17,56933,53,DNS
2048,6,443,43814,HTTP
2048,6,443,41474,HTTP
2048,6,80,47458,HTTP
2048,6,80,47472,HTTP
2048,6,80,37030,HTTP
2048,6,80,37008,HTTP
2048,6,80,37016,HTTP
2048,6,80,37032,HTTP
2048,6,80,37014,HTTP
2048,6,80,37012,HTTP
2048,6,50268,443,HTTP
2048,6,33386,443,HTTP
2048,6,443,59126,HTTP
2048,6,443,53218,HTTP
2048,17,54674,53,DNS
2048,6,53,45774,DNS
2048,17,38572,53,DNS
2048,17,47808,53,DNS
2048,17,43027,53,DNS
2048,17,37804,53,DNS
2048,17,53,49568,DNS
2048,6,443,46300,HTTP
2048,6,41474,443,HTTP
2048,17,59430,53,DNS
2048,6,50094,443,HTTP
2048,6,443,55902,HTTP
2048,6,443,45998,HTTP
2048,6,44006,443,HTTP
2048,6,443,33386,HTTP
2048,6,50422,443,HTTP
2048,6,45926,443,HTTP
2048,6,40662,443,HTTP
2048,6,36310,443,HTTP
2048,6,50580,443,HTTP
2048,6,54648,443,HTTP
2048,17,53,49568,DNS
2048,17,37471,53,DNS
2048,6,52110,80,HTTP
2048,6,52096,80,HTTP
2048,17,60614,53,DNS
2048,6,53094,80,HTTP
2048,6,53078,80,HTTP
2048,6,443,50268,HTTP
2048,6,51672,80,HTTP
2048,6,51656,80,HTTP
2048,6,59548,443,HTTP
2048,6,52756,443,HTTP
2048,6,57464,443,HTTP
2048,6,52770,443,HTTP
2048,6,52540,443,HTTP
2048,17,53,56933,DNS
2048,6,57478,443,HTTP
2048,6,41214,443,HTTP
2048,6,35412,80,HTTP
2048,6,35410,80,HTTP
2048,6,55582,443,HTTP
2048,17,53,54674,DNS
2048,17,43600,53,DNS
2048,17,53,47808,DNS
2048,17,53,38572,DNS
2048,17,53,43027,DNS
2048,17,53,37804,DNS
2048,17,34146,53,DNS
2048,17,39776,53,DNS
2048,6,80,52110,HTTP
2048,6,80,52096,HTTP
2048,17,36572,53,DNS
2048,17,57768,53,DNS
2048,6,443,50422,HTTP
2048,6,443,54648,HTTP
2048,6,443,57478,HTTP
2048,6,443,50580,HTTP
2048,17,44171,53,DNS
2048,17,43242,53,DNS
2048,17,53,59430,DNS
2048,6,60144,443,HTTP
2048,6,60142,443,HTTP
2048,6,55370,443,HTTP
2048,6,443,59548,HTTP
2048,6,60518,80,HTTP
2048,6,443,40662,HTTP
2048,6,443,36310,HTTP
2048,6,58140,443,HTTP
2048,6,443,44006,HTTP
2048,17,37969,53,DNS
2048,17,53,37471,DNS
2048,6,443,52540,HTTP
2048,6,58154,443,HTTP
2048,6,443,35918,HTTP
2048,17,53,60614,DNS
2048,6,41650,443,HTTP
2048,6,443,52756,HTTP
2048,6,80,53094,HTTP
2048,6,80,53078,HTTP
2048,6,34674,443,HTTP
2048,6,34202,80,HTTP
2048,6,34194,80,HTTP
2048,6,41662,443,HTTP
2048,6,443,52770,HTTP
2048,6,443,57464,HTTP
2048,6,443,50094,HTTP
2048,6,443,41214,HTTP
2048,6,80,51672,HTTP
2048,6,80,51656,HTTP
2048,6,50676,443,HTTP
2048,6,443,55582,HTTP
2048,6,443,45926,HTTP
2048,17,53,43600,DNS
2048,17,53,39776,DNS
2048,6,443,41650,HTTP
2048,17,59619,53,DNS
2048,17,50729,53,DNS
2048,17,53,36572,DNS
2048,17,53,57768,DNS
2048,17,42469,53,DNS
2048,6,35918,443,HTTP
2048,17,56537,53,DNS
2048,6,443,50676,HTTP
2048,6,46944,443,HTTP
2048,6,38500,443,HTTP
2048,6,51624,443,HTTP
2048,6,80,60518,HTTP
2048,17,53,34146,DNS
2048,6,443,58154,HTTP
2048,6,443,58140,HTTP
2048,6,39624,443,HTTP
2048,17,53,44171,DNS
2048,6,57130,443,HTTP
2048,6,35512,443,HTTP
2048,17,53,43242,DNS
2048,6,53218,443,HTTP
2048,6,60534,80,HTTP
2048,6,443,41650,HTTP
2048,17,53,37969,DNS
2048,6,80,34202,HTTP
2048,6,443,41662,HTTP
2048,6,80,34194,HTTP
2048,6,45682,443,HTTP
2048,6,35934,443,HTTP
2048,6,35510,443,HTTP
2048,6,38088,443,HTTP
2048,6,54876,443,HTTP
2048,6,53116,443,HTTP
2048,17,53,59619,DNS
2048,6,443,34674,HTTP
2048,17,53,50729,DNS
2048,17,43718,53,DNS
2048,17,43643,53,DNS
2048,17,34289,53,DNS
2048,17,48582,53,DNS
2048,6,60534,80,HTTP
2048,17,41010,53,DNS
2048,17,47659,53,DNS
2048,6,80,60534,HTTP
2048,6,443,57130,HTTP
2048,17,38472,53,DNS
2048,17,33642,53,DNS
2048,17,53,42469,DNS
2048,17,53,56537,DNS
2048,6,443,45682,HTTP
2048,6,443,38088,HTTP
2048,6,35480,443,HTTP
2048,6,33386,443,HTTP
2048,6,443,53218,HTTP
2048,6,55356,443,HTTP
2048,6,33678,443,HTTP
2048,6,44176,443,HTTP
2048,6,443,46944,HTTP
2048,6,443,51624,HTTP
2048,17,50472,53,DNS
2048,6,443,38500,HTTP
2048,6,443,54876,HTTP
2048,6,443,53116,HTTP
2048,17,53,43718,DNS
2048,17,53,43643,DNS
2048,17,53,48582,DNS
2048,17,36917,53,DNS
2048,17,53,47659,DNS
2048,17,53,41010,DNS
2048,17,54232,53,DNS
2048,17,53,50472,DNS
2048,17,34579,53,DNS
2048,6,443,33386,HTTP
2048,6,443,35480,HTTP
2048,17,38093,53,DNS
2048,17,38913,53,DNS
2048,17,53,34289,DNS
2048,6,59126,80,HTTP
2048,17,53,38472,DNS
2048,17,53,33642,DNS
2048,17,39613,53,DNS
2048,6,55596,8080,STREAMING
2048,6,60142,443,HTTP
2048,17,59107,53,DNS
2048,17,53,36917,DNS
2048,17,42454,53,DNS
2048,17,40123,53,DNS
2048,17,53,54232,DNS
2048,17,53,38913,DNS
2048,6,80,59126,HTTP
2048,17,53,36917,DNS
2048,17,53,34579,DNS
2048,6,51298,443,HTTP
2048,17,53,38093,DNS
2048,6,48302,443,HTTP
2048,6,37122,443,HTTP
2048,17,45198,53,DNS
2048,6,48820,443,HTTP
2048,17,47955,53,DNS
2048,6,44582,443,HTTP
2048,6,56448,443,HTTP
2048,17,38032,53,DNS
2048,6,36434,443,HTTP
2048,6,57568,443,HTTP
2048,6,51596,443,HTTP
2048,6,48220,443,HTTP
2048,6,37532,443,HTTP
2048,6,56458,443,HTTP
2048,6,36442,443,HTTP
2048,6,8080,55596,STREAMING
2048,17,53,39613,DNS
2048,6,32934,443,HTTP
2048,17,53,59107,DNS
2048,17,53,40123,DNS
2048,17,53,42454,DNS
2048,17,53,42454,DNS
2048,17,53,40123,DNS
2048,17,40594,53,DNS
2048,17,53,47955,DNS
2048,17,53,47955,DNS
2048,17,53,38032,DNS
2048,6,443,37122,HTTP
2048,6,443,51298,HTTP
2048,6,443,51596,HTTP
2048,17,53,45198,DNS
2048,6,443,44582,HTTP
2048,17,59412,53,DNS
2048,17,56817,53,DNS
2048,6,36476,443,HTTP
2048,6,443,48302,HTTP
2048,6,48314,443,HTTP
2048,17,54742,53,DNS
2048,6,443,56448,HTTP
2048,6,443,56458,HTTP
2048,6,37032,80,HTTP
2048,6,37030,80,HTTP
2048,6,51596,443,HTTP
2048,6,53218,443,HTTP
2048,6,443,35918,HTTP
2048,6,443,37532,HTTP
2048,6,443,48220,HTTP
2048,6,443,48820,HTTP
2048,6,32944,443,HTTP
2048,6,443,36442,HTTP
2048,6,443,36434,HTTP
2048,6,53032,443,HTTP
2048,6,46420,443,HTTP
2048,17,53,40594,DNS
2048,17,52321,53,DNS
2048,17,41380,53,DNS
2048,17,53,40594,DNS
2048,6,443,32934,HTTP
2048,17,50683,53,DNS
2048,17,53,59412,DNS
2048,17,53,54742,DNS
2048,6,80,37030,HTTP
2048,6,80,37032,HTTP
2048,6,443,51596,HTTP
2048,6,35044,443,HTTP
2048,6,35918,443,HTTP
2048,17,53,59412,DNS
2048,17,53,56817,DNS
2048,6,37014,80,HTTP
2048,6,37016,80,HTTP
2048,6,33386,443,HTTP
2048,6,443,35044,HTTP
2048,6,48538,443,HTTP
2048,6,443,57546,HTTP
2048,6,443,57130,HTTP
2048,6,443,53218,HTTP
2048,6,443,48314,HTTP
2048,6,443,36476,HTTP
2048,6,443,32944,HTTP
2048,6,36184,80,HTTP
2048,17,53,52321,DNS
2048,6,443,46420,HTTP
2048,6,443,53032,HTTP
2048,17,53,50683,DNS
2048,6,57546,443,HTTP
2048,6,57130,443,HTTP
2048,17,53,41380,DNS
2048,6,50094,443,HTTP
2048,6,80,37014,HTTP
2048,6,80,37016,HTTP
2048,17,49775,53,DNS
2048,17,37674,53,DNS
2048,6,443,33386,HTTP
2048,6,443,48538,HTTP
2048,6,80,36184,HTTP
2048,6,44006,443,HTTP
2048,6,59548,443,HTTP
2048,17,33278,53,DNS
2048,17,54669,53,DNS
2048,17,43150,53,DNS
2048,6,50422,443,HTTP
2048,17,48831,53,DNS
2048,17,52808,53,DNS
2048,6,45926,443,HTTP
2048,17,41586,53,DNS
2048,6,52540,443,HTTP
2048,6,40662,443,HTTP
2048,6,59856,443,HTTP
2048,6,59956,443,HTTP
2048,6,36310,443,HTTP
2048,6,50580,443,HTTP
2048,6,59104,80,HTTP
2048,6,59122,80,HTTP
2048,6,59110,80,HTTP
2048,6,59106,80,HTTP
2048,6,59126,80,HTTP
2048,6,39624,443,HTTP
2048,6,52268,443,HTTP
2048,6,57546,443,HTTP
2048,6,52274,443,HTTP
2048,6,35302,443,HTTP
2048,6,37008,80,HTTP
2048,6,37012,80,HTTP
2048,6,36168,80,HTTP
2048,6,50676,443,HTTP
2048,6,58446,443,HTTP
2048,6,443,50094,HTTP
2048,17,53,49775,DNS
2048,6,443,50094,HTTP
2048,6,80,37008,HTTP
2048,6,80,37012,HTTP
2048,6,80,59106,HTTP
2048,6,80,59122,HTTP
2048,6,80,59110,HTTP
2048,6,80,59126,HTTP
2048,6,443,50422,HTTP
2048,6,80,59104,HTTP
2048,6,80,36168,HTTP
2048,6,443,52274,HTTP
2048,6,443,50580,HTTP
2048,6,51070,443,HTTP
2048,6,60534,80,HTTP
2048,17,53,49775,DNS
2048,17,53,37674,DNS
2048,17,53,33278,DNS
2048,6,443,36310,HTTP
2048,17,53,54669,DNS
2048,17,53,43150,DNS
2048,17,53,48831,DNS
2048,17,53,41586,DNS
2048,17,53,52808,DNS
2048,6,443,59856,HTTP
2048,6,443,59548,HTTP
2048,6,51656,80,HTTP
2048,6,60518,80,HTTP
2048,6,32856,443,HTTP
2048,6,46458,443,HTTP
2048,6,59104,443,HTTP
2048,6,59112,443,HTTP
2048,6,443,44006,HTTP
2048,6,443,40662,HTTP
2048,6,443,52268,HTTP
2048,6,47458,80,HTTP
2048,6,47472,80,HTTP
2048,6,443,35302,HTTP
2048,6,443,59956,HTTP
2048,6,443,45926,HTTP
2048,6,443,58446,HTTP
2048,17,55762,53,DNS
2048,17,52055,53,DNS
2048,17,52055,53,DNS
2048,6,443,50676,HTTP
2048,17,40280,53,DNS
2048,17,40079,53,DNS
2048,17,53,48831,DNS
2048,17,40969,53,DNS
2048,6,443,45926,HTTP
2048,17,53965,53,DNS
2048,17,46527,53,DNS
2048,6,80,37012,HTTP
2048,6,80,51656,HTTP
2048,6,80,47458,HTTP
2048,6,80,47472,HTTP
2048,6,80,60534,HTTP
2048,6,80,60518,HTTP
2048,6,443,51070,HTTP
2048,6,443,32856,HTTP
2048,6,49108,443,HTTP
2048,6,35480,443,HTTP
2048,6,37032,80,HTTP
2048,6,37030,80,HTTP
2048,17,47301,53,DNS
2048,6,53218,443,HTTP
2048,17,53786,53,DNS
2048,17,56037,53,DNS
2048,17,42150,53,DNS
2048,17,46427,53,DNS
2048,17,44328,53,DNS
2048,6,443,59112,HTTP
2048,6,443,59104,HTTP
2048,6,39766,443,HTTP
2048,6,443,46458,HTTP
2048,17,53,55762,DNS
2048,17,53,52055,DNS
2048,17,53,40280,DNS
2048,17,53,40079,DNS
2048,17,53,40969,DNS
2048,17,53,53965,DNS
2048,17,53,42150,DNS
2048,6,80,37032,HTTP
2048,6,80,37030,HTTP
2048,6,443,35480,HTTP
2048,17,53,46527,DNS
2048,6,443,35918,HTTP
2048,6,33436,443,HTTP
2048,6,443,39766,HTTP
2048,6,33386,443,HTTP
2048,17,53,47301,DNS
2048,17,53,53786,DNS
2048,6,443,53218,HTTP
2048,17,53,56037,DNS
2048,17,53,46427,DNS
2048,17,59627,53,DNS
2048,17,53,44328,DNS
2048,6,53094,80,HTTP
2048,6,53078,80,HTTP
2048,6,32934,443,HTTP
2048,6,443,49108,HTTP
2048,6,39846,443,HTTP
2048,6,443,53348,HTTP
2048,17,41012,53,DNS
2048,17,54461,53,DNS
2048,17,56587,53,DNS
2048,17,35393,53,DNS
2048,6,35918,443,HTTP
2048,6,35918,443,HTTP
2048,6,80,53094,HTTP
2048,6,80,53078,HTTP
2048,6,443,33386,HTTP
2048,6,443,33436,HTTP
2048,6,50676,443,HTTP
2048,6,35988,443,HTTP
2048,6,59432,443,HTTP
2048,6,42892,443,HTTP
2048,6,35310,443,HTTP
2048,6,37016,80,HTTP
2048,6,37014,80,HTTP
2048,6,59126,80,HTTP
2048,6,443,39846,HTTP
2048,6,443,32944,HTTP
2048,6,33678,443,HTTP
2048,17,53,59627,DNS
2048,6,35402,443,HTTP
2048,6,53348,443,HTTP
2048,17,53,41012,DNS
2048,17,53,54461,DNS
2048,17,53,56587,DNS
2048,17,53,35393,DNS
2048,6,32944,443,HTTP
2048,6,32944,443,HTTP
2048,6,80,37014,HTTP
2048,6,80,37016,HTTP
2048,6,37008,443,HTTP
2048,6,51298,443,HTTP
2048,6,35410,80,HTTP
2048,6,35412,80,HTTP
2048,6,443,35988,HTTP
2048,6,60518,80,HTTP
2048,6,60534,80,HTTP
2048,6,443,35310,HTTP
2048,6,58446,443,HTTP
2048,6,443,50676,HTTP
2048,6,80,59126,HTTP
2048,6,80,59122,HTTP
2048,6,80,59104,HTTP
2048,6,443,35402,HTTP
2048,6,35302,443,HTTP
2048,17,46971,53,DNS
2048,6,48302,443,HTTP
2048,6,48314,443,HTTP
2048,6,35372,443,HTTP
2048,6,53520,443,HTTP
2048,17,33594,53,DNS
2048,6,51876,443,HTTP
2048,17,41780,53,DNS
2048,17,49966,53,DNS
2048,6,53336,443,HTTP
2048,6,53280,443,HTTP
2048,6,443,42892,HTTP
2048,6,34194,80,HTTP
2048,6,34202,80,HTTP
2048,6,443,59432,HTTP
2048,6,35380,443,HTTP
2048,6,41256,443,HTTP
2048,6,51882,443,HTTP
2048,6,50714,443,HTTP
2048,17,40476,53,DNS
2048,6,53282,443,HTTP
2048,6,443,37008,HTTP
2048,6,443,37008,HTTP
2048,6,59104,80,HTTP
2048,6,59122,80,HTTP
2048,6,59104,80,HTTP
2048,17,53,46971,DNS
2048,17,53,33594,DNS
2048,17,53,41780,DNS
2048,6,80,34194,HTTP
2048,6,80,34202,HTTP
2048,6,80,60518,HTTP
2048,6,80,60534,HTTP
2048,6,443,51298,HTTP
2048,6,443,53520,HTTP
2048,6,443,41256,HTTP
2048,17,53,49966,DNS
2048,6,443,51876,HTTP
2048,17,44709,53,DNS
2048,17,40754,53,DNS
2048,6,36476,443,HTTP
2048,6,443,48302,HTTP
2048,6,38088,443,HTTP
2048,6,53116,443,HTTP
2048,6,43814,443,HTTP
2048,6,443,53280,HTTP
2048,6,443,53282,HTTP
2048,6,51656,80,HTTP
2048,6,54876,443,HTTP
2048,6,51596,443,HTTP
2048,6,59104,443,HTTP
2048,6,37032,80,HTTP
2048,6,37030,80,HTTP
2048,6,443,48314,HTTP
2048,6,53032,443,HTTP
2048,6,443,51882,HTTP
2048,6,443,50714,HTTP
2048,6,443,53336,HTTP
2048,6,443,35380,HTTP
2048,6,80,37032,HTTP
2048,6,35934,443,HTTP
2048,6,80,37030,HTTP
2048,6,443,35372,HTTP
2048,6,80,37008,HTTP
2048,6,80,37012,HTTP
2048,17,53,40476,DNS
2048,17,39950,53,DNS
2048,17,55148,53,DNS
2048,17,53,44709,DNS
2048,17,53,40754,DNS
2048,6,443,36476,HTTP
2048,6,443,53116,HTTP
2048,6,80,51656,HTTP
2048,6,443,51596,HTTP
2048,6,55902,443,HTTP
2048,17,53,44709,DNS
2048,17,53,40754,DNS
2048,6,36184,80,HTTP
2048,6,52540,443,HTTP
2048,6,55370,443,HTTP
2048,6,443,54876,HTTP
2048,6,33386,443,HTTP
2048,6,443,38088,HTTP
2048,6,60144,443,HTTP
2048,6,55356,443,HTTP
2048,6,443,43814,HTTP
2048,6,37008,80,HTTP
2048,6,37012,80,HTTP
2048,6,443,36476,HTTP
2048,6,443,53032,HTTP
2048,17,53,55148,DNS
2048,17,53,39950,DNS
2048,17,38113,53,DNS
2048,17,39157,53,DNS
2048,6,443,55902,HTTP
2048,6,80,36184,HTTP
2048,6,443,33386,HTTP
2048,6,44006,443,HTTP
2048,6,59548,443,HTTP
2048,6,40662,443,HTTP
2048,6,45926,443,HTTP
2048,6,36310,443,HTTP
2048,6,59856,443,HTTP
2048,6,50422,443,HTTP
2048,6,50580,443,HTTP
2048,6,59106,80,HTTP
2048,6,59110,80,HTTP
2048,6,55596,8080,STREAMING
2048,6,80,53078,HTTP
2048,6,46884,443,HTTP
2048,6,39244,443,HTTP
2048,1,0,0,ICMP
2048,6,46888,443,HTTP
2048,6,39246,443,HTTP
2048,6,80,53094,HTTP
2048,17,53,38113,DNS
2048,17,53,39157,DNS
2048,6,443,44006,HTTP
2048,6,443,40662,HTTP
2048,6,443,36310,HTTP
2048,6,443,40662,HTTP
2048,6,443,44006,HTTP
2048,6,443,59548,HTTP
2048,6,443,59856,HTTP
2048,6,443,36310,HTTP
2048,6,443,50422,HTTP
2048,6,443,39246,HTTP
2048,6,443,50580,HTTP
2048,6,41650,443,HTTP
2048,6,58446,443,HTTP
2048,6,37016,80,HTTP
2048,6,47472,80,HTTP
2048,6,35480,443,HTTP
2048,6,47458,80,HTTP
2048,6,36168,80,HTTP
2048,6,60142,443,HTTP
2048,6,443,46888,HTTP
2048,17,45558,53,DNS
2048,6,60518,80,HTTP
2048,6,60534,80,HTTP
2048,6,443,59856,HTTP
2048,6,80,34194,HTTP
2048,6,53078,80,HTTP
2048,6,32934,443,HTTP
2048,6,80,59106,HTTP
2048,6,80,59110,HTTP
2048,6,443,46884,HTTP
2048,6,443,39244,HTTP
2048,6,53094,80,HTTP
2048,6,41410,22,SSH
2048,6,443,45926,HTTP
2048,6,8080,55596,STREAMING
2048,6,80,34202,HTTP
2048,17,53,45558,DNS
2048,6,80,47472,HTTP
2048,6,80,47458,HTTP
2048,6,443,41650,HTTP
2048,6,34194,80,HTTP
2048,6,80,37016,HTTP
2048,6,80,36168,HTTP
2048,6,80,60518,HTTP
2048,6,80,60534,HTTP
2048,6,443,35480,HTTP
2048,6,59104,443,HTTP
2048,6,37030,80,HTTP
2048,6,37032,80,HTTP
2048,17,53,45558,DNS
2048,6,443,51596,HTTP
2048,6,34194,80,HTTP
2048,6,34202,80,HTTP
2048,6,22,41410,SSH
2048,6,22,41410,SSH
2048,6,80,37030,HTTP
2048,6,80,37032,HTTP
2048,6,35402,443,HTTP
2048,6,35044,443,HTTP
2048,6,51656,80,HTTP
2048,6,35302,443,HTTP
2048,6,33386,443,HTTP
2048,6,38488,22,SSH
2048,6,80,51656,HTTP
2048,6,443,33386,HTTP
2048,6,51070,443,HTTP
2048,6,443,35044,HTTP
2048,6,39624,443,HTTP
2048,6,22,38488,SSH
2048,6,443,51070,HTTP
2048,6,51298,443,HTTP
2048,6,60518,80,HTTP
2048,6,60534,80,HTTP
2048,6,37008,80,HTTP
2048,6,37012,80,HTTP
2048,6,39366,21,FTP
2048,6,35480,443,HTTP
2048,6,48302,443,HTTP
2048,17,58451,53,DNS
2048,17,37616,53,DNS
2048,6,46956,443,HTTP
2048,17,46535,53,DNS
2048,6,35570,443,HTTP
2048,17,49015,53,DNS
2048,6,41942,443,HTTP
2048,17,34995,53,DNS
2048,6,38088,443,HTTP
2048,17,38279,53,DNS
2048,6,49548,443,HTTP
2048,6,50140,443,HTTP
2048,6,35578,443,HTTP
2048,17,46662,53,DNS
2048,6,41944,443,HTTP
2048,17,44531,53,DNS
2048,6,38092,443,HTTP
2048,6,45698,443,HTTP
2048,6,21,39366,FTP
2048,6,21,39366,FTP
2048,17,53,58451,DNS
2048,17,53,46535,DNS
2048,6,443,48302,HTTP
2048,17,53,49015,DNS
2048,17,53,58451,DNS
2048,17,53,49015,DNS
2048,17,53,46535,DNS
2048,17,53,34995,DNS
2048,17,53,38279,DNS
2048,17,53,46662,DNS
2048,6,80,37008,HTTP
2048,6,80,37012,HTTP
2048,6,80,60518,HTTP
2048,6,80,60534,HTTP
2048,6,443,35480,HTTP
2048,6,443,49548,HTTP
2048,6,443,45698,HTTP
2048,6,443,38092,HTTP
2048,6,443,41942,HTTP
2048,6,443,48302,HTTP
2048,17,53,37616,DNS
2048,6,46420,443,HTTP
2048,6,46884,443,HTTP
2048,6,36476,443,HTTP
2048,6,37016,80,HTTP
2048,6,37014,80,HTTP
2048,6,34202,80,HTTP
2048,6,34194,80,HTTP
2048,6,443,35570,HTTP
2048,6,443,35578,HTTP
2048,6,51596,443,HTTP
2048,6,37030,80,HTTP
2048,6,37032,80,HTTP
2048,6,36184,80,HTTP
2048,6,443,41944,HTTP
2048,6,443,46956,HTTP
2048,6,443,50140,HTTP
2048,6,53032,443,HTTP
2048,6,443,38088,HTTP
2048,6,39354,443,HTTP
2048,6,20,48277,FTP
2048,6,39360,443,HTTP
2048,6,443,51298,HTTP
2048,17,53,44531,DNS
2048,17,57748,53,DNS
2048,17,34429,53,DNS
2048,17,40913,53,DNS
2048,17,41299,53,DNS
2048,1,0,0,ICMP
2048,17,45238,53,DNS
2048,17,37241,53,DNS
2048,17,43539,53,DNS
2048,17,33178,53,DNS
2048,6,443,53032,HTTP
2048,6,80,37014,HTTP
2048,6,80,37016,HTTP
2048,6,80,34194,HTTP
2048,6,80,34202,HTTP
2048,6,80,37030,HTTP
2048,6,80,37032,HTTP
2048,6,443,51596,HTTP
2048,6,80,36184,HTTP
2048,6,443,39360,HTTP
2048,6,33386,443,HTTP
2048,6,443,36476,HTTP
2048,6,50094,443,HTTP
2048,6,35988,443,HTTP
2048,6,48152,443,HTTP
2048,6,443,39354,HTTP
2048,6,48277,20,FTP
2048,6,443,46420,HTTP
2048,17,53,57748,DNS
2048,17,53,34429,DNS
2048,17,53,40913,DNS
2048,17,53,41299,DNS
2048,17,53,45238,DNS
2048,17,53,37241,DNS
2048,17,53,33178,DNS
2048,6,20,40637,FTP
2048,17,53,37241,DNS
2048,17,53,45238,DNS
2048,17,53,43539,DNS
2048,17,53,33178,DNS
2048,17,37586,53,DNS
2048,17,54974,53,DNS
2048,6,443,33386,HTTP
2048,17,41775,53,DNS
2048,6,44006,443,HTTP
2048,17,53212,53,DNS
2048,17,37101,53,DNS
2048,6,443,48152,HTTP
2048,17,52267,53,DNS
2048,17,47042,53,DNS
2048,6,40662,443,HTTP
2048,6,45926,443,HTTP
2048,6,36310,443,HTTP
2048,6,59956,443,HTTP
2048,6,59856,443,HTTP
2048,6,50422,443,HTTP
2048,6,50580,443,HTTP
2048,17,57847,53,DNS
2048,6,51656,80,HTTP
2048,6,443,50094,HTTP
2048,6,35576,443,HTTP
2048,6,46822,443,HTTP
2048,6,47458,80,HTTP
2048,6,47472,80,HTTP
2048,6,443,35988,HTTP
2048,6,33442,443,HTTP
2048,6,33458,443,HTTP
2048,6,32960,443,HTTP
2048,6,32964,443,HTTP
2048,6,40637,20,FTP
2048,6,443,35576,HTTP
2048,17,53,41775,DNS
2048,17,53,54974,DNS
2048,17,53,37586,DNS
2048,17,53,53212,DNS
2048,6,443,40662,HTTP
2048,6,443,59856,HTTP
2048,6,80,51656,HTTP
2048,6,80,47458,HTTP
2048,17,36459,53,DNS
2048,17,58733,53,DNS
2048,6,80,47472,HTTP
2048,6,443,50422,HTTP
2048,6,443,33458,HTTP
2048,6,443,50580,HTTP
2048,17,53,41775,DNS
2048,17,53,53212,DNS
2048,17,53,37101,DNS
2048,17,53,47042,DNS
2048,17,53,52267,DNS
2048,6,35402,443,HTTP
2048,6,37008,443,HTTP
2048,6,32856,443,HTTP
2048,6,46458,443,HTTP
2048,17,53,57847,DNS
2048,6,60518,80,HTTP
2048,6,60534,80,HTTP
2048,6,43814,443,HTTP
2048,6,443,44006,HTTP
2048,6,443,36310,HTTP
2048,6,443,46822,HTTP
2048,6,443,35576,HTTP
2048,6,443,33442,HTTP
2048,6,20,58151,FTP
2048,6,443,59956,HTTP
2048,6,443,45926,HTTP
2048,17,49977,53,DNS
2048,17,53482,53,DNS
2048,17,42291,53,DNS
2048,6,36168,80,HTTP
2048,6,36184,80,HTTP
2048,6,443,45926,HTTP
2048,17,53,36459,DNS
2048,17,53,58733,DNS
2048,6,443,32960,HTTP
2048,6,443,32964,HTTP
2048,6,58151,20,FTP
2048,17,53,36459,DNS
2048,6,443,46458,HTTP
2048,6,443,43814,HTTP
2048,6,80,60518,HTTP
2048,6,80,60534,HTTP
2048,6,80,36168,HTTP
2048,6,443,32856,HTTP
2048,17,57713,53,DNS
2048,17,56073,53,DNS
2048,17,33691,53,DNS
2048,17,43137,53,DNS
2048,6,59548,443,HTTP
